id,created_at,author_id,title,isbn,language,pages,published,genre,rating,score,vote,link,image,image_small,description
146,2023-05-24 08:44:31.337685+00,119,The Divine Comedy,9780679433132,English,798,1320-01-01,"Classics, Poetry, Fiction, Literature, Philosophy, Religion, Fantasy",4.07 avg rating - 143.216 ratings,125.852,1.488,https://www.goodreads.com/book/show/6656.The_Divine_Comedy,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1657540227i/6656.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1657540227i/6656._SY75_.jpg,"This Everyman’s Library edition–containing in one volume all three cantos, Inferno, Purgatorio, and Paradiso–includes an introduction by Nobel Prize—winning poet Eugenio Montale, a chronology, notes, and a bibliography. Also included are forty-two drawings selected from Botticelli’s marvelous late-fifteenth-century series of illustrations. Translated in this edition by Allen Mandelbaum, The Divine Comedy begins in a shadowed forest on Good Friday in the year 1300. It proceeds on a journey that, in its intense recreation of the depths and the heights of human experience, has become the key with which Western civilization has sought to unlock the mystery of its own identity. Mandelbaum’s astonishingly Dantean translation, which captures so much of the life of the original, renders whole for us the masterpiece of that genius whom our greatest poets have recognized as a central model for all poets."
147,2023-05-24 08:44:31.337685+00,120,Watchmen (Watchmen #1-12),9780930289232,English,416,1987-01-01,"Graphic Novels, Comics, Fiction, Science Fiction, Fantasy, Graphic Novels Comics, Comic Book",4.37 avg rating - 538.624 ratings,125.16,1.418,https://www.goodreads.com/book/show/472331.Watchmen,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442239711i/472331.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442239711i/472331._SY75_.jpg,"This Hugo Award-winning graphic novel chronicles the fall from grace of a group of super-heroes plagued by all-too-human failings. Along the way, the concept of the super-hero is dissected as the heroes are stalked by an unknown assassin. One of the most influential graphic novels of all time and a perennial best-seller, Watchmen has been studied on college campuses across the nation and is considered a gateway title, leading readers to other graphic novels such as V for Vendetta, Batman: The Dark Knight Returns and The Sandman series."
150,2023-05-24 08:44:31.337685+00,123,All Quiet on the Western Front,9780449213940,English,296,1928-01-01,"Classics, Fiction, Historical Fiction, War, Historical, Literature, School",4.05 avg rating - 428.953 ratings,122.576,1.434,https://www.goodreads.com/book/show/355697.All_Quiet_on_the_Western_Front,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1632027397i/355697.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1632027397i/355697._SY75_.jpg,"One by one the boys begin to fall…In 1914 a room full of German schoolboys, fresh-faced and idealistic, are goaded by their schoolmaster to troop off to the ‘glorious war’. With the fire and patriotism of youth they sign up. What follows is the moving story of a young ‘unknown soldier’ experiencing the horror and disillusionment of life in the trenches."
151,2023-05-24 08:44:31.337685+00,124,Peter Pan,9780805072457,English,176,1911-12-27,"Classics, Fantasy, Fiction, Childrens, Adventure, Young Adult, Middle Grade",4.04 avg rating - 332.032 ratings,120.611,1.494,https://www.goodreads.com/book/show/34268.Peter_Pan,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1337714526i/34268.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1337714526i/34268._SX50_.jpg,"Peter Pan, the mischievous boy who refuses to grow up, lands in the Darling's proper middle-class home to look for his shadow. He befriends Wendy, John and Michael and teaches them to fly (with a little help from fairy dust). He and Tinker Bell whisk them off to Never-land where they encounter the Red Indians, the Little Lost Boys, pirates and the dastardly Captain Hook."
152,2023-05-24 08:44:31.337685+00,125,Good Omens: The Nice and Accurate Prophecies of Agnes Nutter Witch,,English,491,1990-01-01,"Fantasy, Fiction, Humor, Urban Fantasy, Comedy, Audiobook, Science Fiction Fantasy",4.25 avg rating - 683.386 ratings,115.137,1.303,https://www.goodreads.com/book/show/12067.Good_Omens,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1615552073i/12067.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1615552073i/12067._SY75_.jpg,"According to the Nice and Accurate Prophecies of Agnes Nutter - the world's only totally reliable guide to the future - the world will end on a Saturday. Next Saturday, in fact. Just after tea. . . People have been predicting the end of the world almost from its very beginning, so it’s only natural to be sceptical when a new date is set for Judgement Day. This time though, the armies of Good and Evil really do appear to be massing. The four Bikers of the Apocalypse are hitting the road. But both the angels and demons – well, one fast-living demon and a somewhat fussy angel – would quite like the Rapture not to happen. And someone seems to have misplaced the Antichrist…"
153,2023-05-24 08:44:31.337685+00,126,The Addiction Manifesto,9781638377634,English,178,2018-04-07,"Nonfiction, Self Help, Memoir, Mental Health, Biography",4.86 avg rating - 1.076 ratings,115.064,1.151,https://www.goodreads.com/book/show/58572970-the-addiction-manifesto,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1626523225i/58572970.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1626523225i/58572970._SX50_.jpg,"2020 International Book Awards Finalist for Health: Addiction & Recovery2021 Literary Titan Silver Award""Some people won't believe in you, and that's ok, this journey isn't about them. It's about you. ""The Addiction Manifesto has been uniquely designed to provide you with a new perspective on recovery and will show you that anything is possible. In this deeply personal book, JR Weaver has crafted a raw insight into his life and how he's been affected by substance abuse over the past 20 years. He details his recovery process and how he's dealt with loss. With this book he wishes to help people on their journey to recovery. His realistic approach details his journey to try to have a normal life again. If you're going through addiction recovery or want to help someone who is. . . This book allows you to fain a greater understanding of substance abuse and its many challenges."
154,2023-05-24 08:44:31.337685+00,127,Love in the Time of Cholera,9781400034680,English,348,1985-11-01,"Fiction, Classics, Historical Fiction, Romance, Magical Realism, Literature, Novels",3.93 avg rating - 481.095 ratings,112.467,1.338,https://www.goodreads.com/book/show/9712.Love_in_the_Time_of_Cholera,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1644691354i/9712.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1644691354i/9712._SY75_.jpg,"In their youth, Florentino Ariza and Fermina Daza fall passionately in love. When Fermina eventually chooses to marry a wealthy, well-born doctor, Florentino is heartbroken, but he is a romantic. As he rises in his business career he whiles away the years in 622 affairs—yet he reserves his heart for Fermina. Her husband dies at last, and Florentino purposefully attends the funeral. Fifty years, nine months, and four days after he first declared his love for Fermina, he will do so again."
155,2023-05-24 08:44:31.337685+00,23,Insurgent (Divergent #2),9780007442911,English,525,2012-05-01,"Young Adult, Dystopia, Fiction, Fantasy, Science Fiction, Romance, Adventure",3.98 avg rating - 1.419.940 ratings,111.245,1.269,https://www.goodreads.com/book/show/11735983-insurgent,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1618525340i/11735983.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1618525340i/11735983._SY75_.jpg,"One choice can transform you—or it can destroy you. But every choice has consequences, and as unrest surges in the factions all around her, Tris Prior must continue trying to save those she loves—and herself—while grappling with haunting questions of grief and forgiveness, identity and loyalty, politics and love. Tris's initiation day should have been marked by celebration and victory with her chosen faction instead, the day ended with unspeakable horrors. War now looms as conflict between the factions and their ideologies grows. And in times of war, sides must be chosen, secrets will emerge, and choices will become even more irrevocable—and even more powerful. Transformed by her own decisions but also by haunting grief and guilt, radical new discoveries, and shifting relationships, Tris must fully embrace her Divergence, even if she does not know what she may lose by doing so. New York Times bestselling author Veronica Roth's much-anticipated second book of the dystopian DIVERGENT series is another intoxicating thrill ride of a story, rich with hallmark twists, heartbreaks, romance, and powerful insights about human nature."
156,2023-05-24 08:44:31.337685+00,89,A Walk to Remember,,English,215,1999-10-01,"Romance, Fiction, Contemporary, Young Adult, Chick Lit, Adult, Contemporary Romance",4.19 avg rating - 781.270 ratings,110.395,1.287,https://www.goodreads.com/book/show/35545737-a-walk-to-remember,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1498755310i/35545737.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1498755310i/35545737._SY75_.jpg,"There was a time when the world was sweeter. . . when the women in Beaufort, North Carolina, wore dresses, and the men donned hats. . . when something happened to a seventeen-year-old boy that would change his life forever. Every April, when the wind blows in from the sea and mingles with the scent of lilacs, Landon Carter remembers his last year at Beaufort High. It was 1958, and Landon had already dated a girl or two. He even swore that he had once been in love. Certainly the last person in town he thought he'd fall for was Jamie Sullivan, the daughter of the town's Baptist minister. A quiet girl who always carried a Bible with her schoolbooks, Jamie seemed content living in a world apart from the other teens. She took care of her widowed father, rescued hurt animals, and helped out at the local orphanage. No boy had ever asked her out. Landon would never have dreamed of it. Then a twist of fate made Jamie his partner for the homecoming dance, and Landon Carter's life would never be the same. Being with Jamie would show him the depths of the human heart and lead him to a decision so stunning it would send him irrevocably on the road to manhood. No other author today touches our emotions more deeply than Nicholas Sparks. Illuminating both the strength and the gossamer fragility of our deepest emotions, his two New York Times bestsellers, The Notebook and Message in a Bottle, have established him as the leading author of today's most cherished love stories. Now, in A Walk to Remember, he tells a truly unforgettable story, one that glimmers with all of his magic, holding us spellbound-and reminding us that in life each of us may find one great love, the kind that changes everything. . ."
157,2023-05-24 08:44:31.337685+00,128,The Thorn Birds,,English,692,1977-04-01,"Fiction, Historical Fiction, Romance, Classics, Australia, Historical, Historical Romance",4.24 avg rating - 341.331 ratings,109.169,1.32,https://www.goodreads.com/book/show/3412.The_Thorn_Birds,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1548530867i/3412.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1548530867i/3412._SY75_.jpg,"The Thorn Birds is a robust, romantic saga of a singular family, the Clearys. It begins in the early part of the 20th century, when Paddy Cleary moves his wife, Fiona, and their seven children to Drogheda, the vast Australian sheep station owned by his autocratic and childless older sister and it ends more than half a century later, when the only survivor of the third generation, the brilliant actress Justine O'Neill, sets a course of life and love halfway around the world from her roots. The central figures in this enthralling story are the indomitable Meggie, the only Cleary daughter, and the one man she truly loves, the stunningly handsome and ambitious priest Ralph de Bricassart. Ralph's course moves him a long way indeed, from a remote Outback parish to the halls of the Vatican and Meggie's except for a brief and miserable marriage elsewhere, is fixed to the Drogheda that is part of her bones - but distance does not dim their feelings though it shapes their lives. Wonderful characters people this book strong and gentle, Paddy, hiding a private memory dutiful Fiona, holding back love because it once betrayed her, violent, tormented Frank, and the other hardworking Cleary sons who give the boundless lands of Drogheda the energy and devotion most men save for women Meggie Ralph and Meggie's children, Justine and Dane. And the land itself stark, relentless in its demands, brilliant in its flowering, prey to gigantic cycles of drought and flood, rich when nature is bountiful, surreal like no other place on earth. Alternate Cover Edition ISBN 0380018179 (ISBN13: 9780380018178)"
159,2023-05-24 08:44:31.337685+00,79,Shadow Kiss (Vampire Academy #3),9781595141972,English,443,2008-11-13,"Young Adult, Fantasy, Vampires, Paranormal, Romance, Urban Fantasy, Paranormal Romance",4.34 avg rating - 355.953 ratings,107.013,1.191,https://www.goodreads.com/book/show/2802316-shadow-kiss,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1361099049i/2802316.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361099049i/2802316._SY75_.jpg,"WHAT IF FOLLOWING HER HEART MEANS ROSE COULD LOSE HER BEST FRIEND FOREVER?Lissa Dragomir is a Moroi princess: a mortal vampire with a rare gift for harnessing the earth's magic. She must be protected at all times from Strigoi the fiercest vampires - the ones who never die. The powerful blend of human and vampire blood that flows through Rose Hathaway, Lissa's best friend, makes her a Dhampir. Rose is dedicated to a dangerous life of protecting Lissa from the Strigoi, who are hell-bent on making Lissa one of them. Rose knows it is forbidden to love another guardian. Her best friend, Lissa - the last Dragomir princess - must always come first. Unfortunately, when it comes to gorgeous Dimitri Belikov, some rules are meant to be broken. . . Then a strange darkness begins to grow in Rose's mind, and ghostly shadows warn of a terrible evil drawing nearer to the Academy's iron gates. The immortal undead are closing in, and they want vengeance for the lives Rose has stolen. In a heart-stopping battle to rival her worst nightmares, Rose will have to choose between life, love, and the two people who matter most. . . but will her choice mean that only one can survive?"
160,2023-05-24 08:44:31.337685+00,22,The Battle of the Labyrinth (Percy Jackson and the Olympians #4),,English,361,2008-03-06,"Fantasy, Young Adult, Mythology, Fiction, Middle Grade, Adventure, Greek Mythology",4.41 avg rating - 976.898 ratings,105.532,1.236,https://www.goodreads.com/book/show/2120932.The_Battle_of_the_Labyrinth,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1518607478i/2120932.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1518607478i/2120932._SX50_.jpg,"Percy Jackson isn't expecting freshman orientation to be any fun. But when a mysterious mortal acquaintance appears at his potential new school, followed by demon cheerleaders, things quickly move from bad to worse. In this fourth installment of the blockbuster series, time is running out as war between the Olympians and the evil Titan lord Kronos draws near. Even the safe haven of Camp Half-Blood grows more vulnerable by the minute as Kronos's army prepares to invade its once impenetrable borders. To stop the invasion, Percy and his demigod friends must set out on a quest through the Labyrinth - a sprawling underground world with stunning surprises at every turn."
161,2023-05-24 08:44:31.337685+00,52,How the Grinch Stole Christmas!,9780007173044,English,64,1957-10-12,"Childrens, Picture Books, Christmas, Classics, Fiction, Poetry, Fantasy",4.37 avg rating - 393.843 ratings,104.78,1.348,https://www.goodreads.com/book/show/113946.How_the_Grinch_Stole_Christmas_,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327958149i/113946.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327958149i/113946._SX50_.jpg,"The Grinch hated Christmas! The whole Christmas season!Now, please don't ask why. No one quite knows the reason. ""Dr. Seuss's small-hearted Grinch ranks right up there with Scrooge when it comes to the crankiest, scowling holiday grumps of all time. For 53 years, the Grinch has lived in a cave on the side of a mountain, looming above the Whos in Whoville. The noisy holiday preparations and infernal singing of the happy little citizens below annoy him to no end. The Grinch decides this frivolous merriment must stop. His ""wonderful, awful"" idea is to don a Santa outfit, strap heavy antlers on his poor, quivering dog Max, construct a makeshift sleigh, head down to Whoville, and strip the chafingly cheerful Whos of their Yuletide glee once and for all. Looking quite out of place and very disturbing in his makeshift Santa get-up, the Grinch slithers down chimneys with empty bags and stealing the Whos' presents, their food, even the logs from their humble Who-fires. He takes the ramshackle sleigh to Mt. Crumpit to dump it and waits to hear the sobs of the Whos when they wake up and discover the trappings of Christmas have disappeared. Imagine the Whos' dismay when they discover the evil-doings of Grinch in his anti-Santa guise. But what is that sound? It's not sobbing, but singing! Children simultaneously adore and fear this triumphant, twisted Seussian testimonial to the undaunted cheerfulness of the Whos, the transcendent nature of joy, and of course, the growth potential of a heart that's two sizes too small. This holiday classic is perfect for reading aloud to your favorite little Whos."
162,2023-05-24 08:44:31.337685+00,30,The Ultimate Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1-5),9780345453747,English,815,1996-01-17,"Science Fiction, Fiction, Humor, Fantasy, Classics, Comedy, Science Fiction Fantasy",4.38 avg rating - 314.032 ratings,104.499,1.23,https://www.goodreads.com/book/show/13.The_Ultimate_Hitchhiker_s_Guide_to_the_Galaxy,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1404613595i/13.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404613595i/13._SY75_.jpg,"At last in paperback in one complete volume, here are the five novels from Douglas Adams's Hitchhiker series. ""The Hitchhiker's Guide to the Galaxy""Seconds before the Earth is demolished for a galactic freeway, Arthur Dent is saved by Ford Prefect, a researcher for the revised Guide. Together they stick out their thumbs to the stars and begin a wild journey through time and space. ""The Restaurant at the End of the Universe""Facing annihilation at the hands of warmongers is a curious time to crave tea. It could only happen to the cosmically displaced Arthur Dent and his comrades as they hurtle across the galaxy in a desperate search for a place to eat. ""Life, the Universe and Everything""The unhappy inhabitants of planet Krikkit are sick of looking at the night sky- so they plan to destroy it. The universe, that is. Now only five individuals can avert Armageddon: mild-mannered Arthur Dent and his stalwart crew. ""So Long, and Thanks for All the Fish""Back on Earth, Arthur Dent is ready to believe that the past eight years were all just a figment of his stressed-out imagination. But a gift-wrapped fishbowl with a cryptic inscription conspires to thrust him back to reality. So to speak. ""Mostly Harmless""Just when Arthur Dent makes the terrible mistake of starting to enjoy life, all hell breaks loose. Can he save the Earth from total obliteration? Can he save the Guide from a hostile alien takeover? Can he save his daughter from herself?Also includes the short story ""Young Zaphod Plays It Safe""."
163,2023-05-24 08:44:31.337685+00,29,Clockwork Princess (The Infernal Devices #3),9781406321340,English,567,2013-03-19,"Fantasy, Young Adult, Romance, Paranormal, Historical Fiction, Steampunk, Urban Fantasy",4.56 avg rating - 423.161 ratings,104.009,1.157,https://www.goodreads.com/book/show/18335634-clockwork-princess,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1436788488i/18335634.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436788488i/18335634._SY75_.jpg,"Danger and betrayal, love and loss, secrets and enchantment are woven together in the breathtaking finale to the #1 New York Times bestselling Infernal Devices Trilogy, prequel to the internationally bestselling Mortal Instruments series. THE INFERNAL DEVICES WILL NEVER STOP COMINGA net of shadows begins to tighten around the Shadowhunters of the London Institute. Mortmain plans to use his Infernal Devices, an army of pitiless automatons, to destroy the Shadowhunters. He needs only one last item to complete his plan: he needs Tessa Gray. Charlotte Branwell, head of the London Institute, is desperate to find Mortmain before he strikes. But when Mortmain abducts Tessa, the boys who lay equal claim to her heart, Jem and Will, will do anything to save her. For though Tessa and Jem are now engaged, Will is as much in love with her as ever. As those who love Tessa rally to rescue her from Mortmain’s clutches, Tessa realizes that the only person who can save her is herself. But can a single girl, even one who can command the power of angels, face down an entire army?Danger and betrayal, secrets and enchantment, and the tangled threads of love and loss intertwine as the Shadowhunters are pushed to the very brink of destruction in the breathtaking conclusion to the Infernal Devices trilogy."
164,2023-05-24 08:44:31.337685+00,130,Their Eyes Were Watching God,9780061120060,English,238,1937-01-01,"Classics, Fiction, Historical Fiction, School, African American, Literature, Feminism",3.97 avg rating - 325.242 ratings,103.925,1.199,https://www.goodreads.com/book/show/37415.Their_Eyes_Were_Watching_God,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1368072803i/37415.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1368072803i/37415._SY75_.jpg,"Fair and long-legged, independent and articulate, Janie Crawford sets out to be her own person—no mean feat for a black woman in the '30s. Janie's quest for identity takes her through three marriages and into a journey back to her roots."
165,2023-05-24 08:44:31.337685+00,13,The Importance of Being Earnest,9781580495806,English,76,1895-02-14,"Classics, Plays, Fiction, Drama, Humor, School, Literature",4.18 avg rating - 352.245 ratings,103.714,1.286,https://www.goodreads.com/book/show/92303.The_Importance_of_Being_Earnest,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1298438452i/92303.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1298438452i/92303._SY75_.jpg,"Oscar Wilde's madcap farce about mistaken identities, secret engagements, and lovers entanglements still delights readers more than a century after its 1895 publication and premiere performance. The rapid-fire wit and eccentric characters of The Importance of Being Earnest have made it a mainstay of the high school curriculum for decades. Cecily Cardew and Gwendolen Fairfax are both in love with the same mythical suitor. Jack Worthing has wooed Gwendolen as Ernest while Algernon has also posed as Ernest to win the heart of Jack's ward, Cecily. When all four arrive at Jack's country home on the same weekend the ""rivals"" to fight for Ernest's undivided attention and the ""Ernests"" to claim their beloveds pandemonium breaks loose. Only a senile nursemaid and an old, discarded hand-bag can save the day!This Prestwick House Literary Touchstone Edition includes a glossary and reader's notes to help the modern reader appreciate Wilde's wry wit and elaborate plot twists."
166,2023-05-24 08:44:31.337685+00,22,The Titan's Curse (Percy Jackson and the Olympians #3),9780141382890,English,320,2007-05-05,"Fantasy, Young Adult, Mythology, Fiction, Middle Grade, Adventure, Greek Mythology",4.36 avg rating - 937.410 ratings,103.646,1.234,https://www.goodreads.com/book/show/561456.The_Titan_s_Curse,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1361038385i/561456.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361038385i/561456._SY75_.jpg,"It's not everyday you find yourself in combat with a half-lion, half-human. But when you're the son of a Greek god, it happens. And now my friend Annabeth is missing, a goddess is in chains and only five half-blood heroes can join the quest to defeat the doomsday monster. Oh, and guess what? The Oracle has predicted that not all of us will survive. . ."
167,2023-05-24 08:44:31.337685+00,131,The Wonderful Wizard of Oz (Oz #1),9780140621679,English,154,1900-05-17,"Classics, Fantasy, Fiction, Childrens, Young Adult, Adventure, Middle Grade",3.99 avg rating - 433.142 ratings,102.295,1.329,https://www.goodreads.com/book/show/236093.The_Wonderful_Wizard_of_Oz,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1398003737i/236093.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398003737i/236093._SY75_.jpg,"Come along, Toto, she said. We will go to the Emerald City and ask the Great Oz how to get back to Kansas again. Swept away from her home in Kansas by a tornado, Dorothy and her dog Toto find themselves stranded in the fantastical Land of Oz. As instructed by the Good Witch of the North and the Munchkins, Dorothy sets off on the yellow brick road to try and find her way to the Emerald City and the Wizard of Oz, who can help her get home. With her companions the Scarecrow, the Tin Woodman and the Cowardly Lion, Dorothy experiences an adventure full of friendship, magic and danger. A much-loved children's classic, The Wizard of Oz continues to delight readers young and old with its enchanting tale of witches, flying monkeys and silver shoes."
168,2023-05-24 08:44:31.337685+00,132,Eat Pray Love,9780143038412,English,368,2006-02-16,"Nonfiction, Memoir, Travel, Biography, Romance, Chick Lit, Spirituality",3.61 avg rating - 1.681.168 ratings,102.247,1.182,https://www.goodreads.com/book/show/19501.Eat_Pray_Love,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1503066414i/19501.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1503066414i/19501._SY75_.jpg,"A celebrated writer's irresistible, candid, and eloquent account of her pursuit of worldly pleasure, spiritual devotion, and what she really wanted out of life. Around the time Elizabeth Gilbert turned thirty, she went through an early-onslaught midlife crisis. She had everything an educated, ambitious American woman was supposed to want—a husband, a house, a successful career. But instead of feeling happy and fulfilled, she was consumed with panic, grief, and confusion. She went through a divorce, a crushing depression, another failed love, and the eradication of everything she ever thought she was supposed to be. To recover from all this, Gilbert took a radical step. In order to give herself the time and space to find out who she really was and what she really wanted, she got rid of her belongings, quit her job, and undertook a yearlong journey around the world—all alone. Eat, Pray, Love is the absorbing chronicle of that year. Her aim was to visit three places where she could examine one aspect of her own nature set against the backdrop of a culture that has traditionally done that one thing very well. In Rome, she studied the art of pleasure, learning to speak Italian and gaining the twenty-three happiest pounds of her life. India was for the art of devotion, and with the help of a native guru and a surprisingly wise cowboy from Texas, she embarked on four uninterrupted months of spiritual exploration. In Bali, she studied the art of balance between worldly enjoyment and divine transcendence. She became the pupil of an elderly medicine man and also fell in love the best way—unexpectedly. An intensely articulate and moving memoir of self-discovery, Eat, Pray, Love is about what can happen when you claim responsibility for your own contentment and stop trying to live in imitation of society’s ideals. It is certain to touch anyone who has ever woken up to the unrelenting need for change."
169,2023-05-24 08:44:31.337685+00,133,Atonement,9780385721790,English,351,2001-09-20,"Fiction, Historical Fiction, Classics, Romance, Historical, War, Literary Fiction",3.93 avg rating - 498.816 ratings,101.941,1.219,https://www.goodreads.com/book/show/6867.Atonement,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320449708i/6867.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320449708i/6867._SY75_.jpg,"Ian McEwan’s symphonic novel of love and war, childhood and class, guilt and forgiveness provides all the satisfaction of a brilliant narrative and the provocation we have come to expect from this master of English prose. On a hot summer day in 1935, thirteen-year-old Briony Tallis witnesses the flirtation between her older sister, Cecilia, and Robbie Turner, the son of a servant. But Briony’s incomplete grasp of adult motives and her precocious imagination bring about a crime that will change all their lives, a crime whose repercussions Atonement follows through the chaos and carnage of World War II and into the close of the twentieth century."
170,2023-05-24 08:44:31.337685+00,106,The Three Musketeers (The D'Artagnan Romances #1),,English,625,1844-03-01,"Classics, Fiction, Historical Fiction, Adventure, France, Literature, Historical",4.09 avg rating - 311.548 ratings,101.169,1.266,https://www.goodreads.com/book/show/7190.The_Three_Musketeers,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1630475503i/7190.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630475503i/7190._SX50_.jpg,"Alexandre Dumas’s most famous tale— and possibly the most famous historical novel of all time— in a handsome hardcover volume. This swashbuckling epic of chivalry, honor, and derring-do, set in France during the 1620s, is richly populated with romantic heroes, unattainable heroines, kings, queens, cavaliers, and criminals in a whirl of adventure, espionage, conspiracy, murder, vengeance, love, scandal, and suspense. Dumas transforms minor historical figures into larger- than-life characters: the Comte d’Artagnan, an impetuous young man in pursuit of glory the beguilingly evil seductress “Milady” the powerful and devious Cardinal Richelieu the weak King Louis XIII and his unhappy queen—and, of course, the three musketeers themselves, Athos, Porthos, and Aramis, whose motto “all for one, one for all” has come to epitomize devoted friendship. With a plot that delivers stolen diamonds, masked balls, purloined letters, and, of course, great bouts of swordplay, The Three Musketeers is eternally entertaining."
171,2023-05-24 08:44:31.337685+00,22,The Sea of Monsters (Percy Jackson and the Olympians #2),9780786856862,English,279,2006-04-01,"Fantasy, Young Adult, Mythology, Fiction, Middle Grade, Adventure, Greek Mythology",4.24 avg rating - 1.034.948 ratings,100.406,1.196,https://www.goodreads.com/book/show/28186.The_Sea_of_Monsters,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1400602661i/28186.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400602661i/28186._SX50_.jpg,"The heroic son of Poseidon makes an action-packed comeback in the second must-read installment of Rick Riordan's amazing young readers series. Starring Percy Jackson, a ""half blood"" whose mother is human and whose father is the God of the Sea, Riordan's series combines cliffhanger adventure and Greek mythology lessons that results in true page-turners that get better with each installment. In this episode, The Sea of Monsters, Percy sets out to retrieve the Golden Fleece before his summer camp is destroyed, surpassing the first book's drama and setting the stage for more thrills to come."
172,2023-05-24 08:44:31.337685+00,52,The Lorax,9780679889106,English,72,1971-01-01,"Childrens, Picture Books, Fiction, Classics, Poetry, Fantasy, Environment",4.34 avg rating - 329.908 ratings,99.009,1.209,https://www.goodreads.com/book/show/7784.The_Lorax,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327879938i/7784.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327879938i/7784._SX50_.jpg,"Unless someone like you. . . cares a whole awful lot. . . nothing is going to get better. . . It's not. ""Long before saving the earth became a global concern, Dr. Seuss, speaking through his character the Lorax, warned against mindless progress and the danger it posed to the earth's natural beauty. His classic cautionary tale is now available in an irresistible mini-edition, perfect for backpack or briefcase, for Arbor Day, Earth Day, and every day."
